purchase_id,rating,body,is_holdout,reviewed_at
12,5,떡볶이에게 주려고 신장 수치가 걱정돼서요. 봉지 소리만 나도 달려옵니다. 알갱이가 단단해 오래 씹어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 게 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 고구마·닭지방 배합이라길래 믿고 샀어요. 바로 재구매했습니다.,0,2026-08-03 18:09:15
13,2,구름에게 주려고 수제라 믿음이 가서 골랐어요. 처음엔 먹다가 금방 남기더라고요. 가볍고 부스러기가 적어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 땅콩·가금부산물분 배합이라길래 믿고 샀어요. 한 번 더 줘보고 결정하려 합니다.,0,2025-07-23 11:24:56
14,5,구름에게 주려고 체중 관리가 필요하다고 해서요. 봉지 소리만 나도 달려옵니다. 닭고기·귀리 들어간 게 마음에 들어서 골랐어요. 바로 재구매했습니다.,0,2026-04-26 00:13:04
15,5,달이에게 주려고 피부를 자꾸 긁어서 찾아봤어요. 봉지 소리만 나도 달려옵니다. 보관이 편한 점이 좋아요. 한 번에 먹기 딱 좋은 크기예요. 주변에도 추천하고 있어요.,0,2026-06-28 20:35:34
16,4,별이에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 그릇을 비우는 걸 보니 마음이 놓여요. 입이 작은 아이인데 알맞은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 옥수수이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 떨어지면 다시 주문하려고요.,0,2026-07-27 15:19:13
17,1,토리에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 냄새만 맡고 돌아서네요. 보관이 편한 점이 좋아요. 재구매는 어려울 것 같아요.,0,2026-08-25 23:59:59
18,3,가을에게 주려고 피부를 자꾸 긁어서 찾아봤어요. 주면 먹기는 하는데 열광하진 않아요. 부드러워서 잘 넘겨요. 한창때라 그런지 급여량이 넉넉히 필요해요. 대두박·프로바이오틱스 들어간 게 마음에 들어서 골랐어요. 가격을 보고 재구매를 정하려고요.,0,2026-07-13 16:52:59
19,5,베리에게 주려고 털 상태가 계속 신경 쓰였어요. 정신없이 먹어요. 둘 다 먹일 수 있어 편해요. 탈지분유·칠면조고기 들어간 게 마음에 들어서 골랐어요. 주변에도 추천하고 있어요.,0,2026-08-25 06:42:38
20,4,쿠키에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 그릇을 비우는 걸 보니 마음이 놓여요. 가볍고 부스러기가 적어요. 한 번에 먹기 딱 좋은 크기예요. 곤충단백 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 착색료·타우린 배합이라길래 믿고 샀어요. 다음에도 살 것 같아요.,0,2026-08-20 21:51:09
21,4,뽀삐에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 잘 먹어서 다행이에요. 알갱이가 단단해 오래 씹어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 떨어지면 다시 주문하려고요.,0,2026-08-07 16:37:32
22,1,모카에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 냄새만 맡고 돌아서네요. 바삭해서 손에 묻지 않아요. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 게살·소르빈산칼륨 배합이라길래 믿고 샀어요. 다른 제품을 다시 찾아봐야겠어요.,0,2026-05-12 01:16:09
23,2,탄이에게 주려고 살이 붙어서 고민하다 골랐어요. 처음엔 먹다가 금방 남기더라고요. 한창때라 그런지 급여량이 넉넉히 필요해요. 닭지방·연어 들어간 게 마음에 들어서 골랐어요. 한 번 더 줘보고 결정하려 합니다.,0,2026-05-18 04:20:53
24,5,탄이에게 주려고 훈련 보상용으로 샀어요. 봉지 소리만 나도 달려옵니다. 한 봉지로 같이 먹입니다. 덩치가 있어 양이 금방 줄어요. 바로 재구매했습니다.,0,2026-06-06 13:56:47
25,5,루비에게 주려고 치석이 껴서 알아보다 샀어요. 봉지 소리만 나도 달려옵니다. 알갱이가 단단해 오래 씹어요. 주변에도 추천하고 있어요.,0,2025-12-04 00:39:13
26,2,구름에게 주려고 털 상태가 계속 신경 쓰였어요. 처음엔 먹다가 금방 남기더라고요. 바삭해서 손에 묻지 않아요. 덩치가 있어 양이 금방 줄어요. 착색료·계육분 들어간 게 마음에 들어서 골랐어요. 재구매는 조금 더 고민해보려고요.,0,2026-06-07 23:33:55
27,5,먼지에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 정신없이 먹어요. 바로 재구매했습니다.,0,2026-07-25 12:34:04
28,5,먼지에게 주려고 신장 수치가 걱정돼서요. 봉지 소리만 나도 달려옵니다. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 칠면조고기·고구마 배합이라길래 믿고 샀어요. 주변에도 추천하고 있어요.,0,2026-03-19 03:52:40
29,2,쿠키에게 주려고 관절이 약해 보여 걱정이었어요. 처음엔 먹다가 금방 남기더라고요. 덩치가 있어 양이 금방 줄어요. 재구매는 조금 더 고민해보려고요.,0,2024-09-20 13:12:22
30,4,마루에게 주려고 관절이 약해 보여 걱정이었어요. 그릇을 비우는 걸 보니 마음이 놓여요. 한 번에 먹기 딱 좋은 크기예요. 양고기·밀 들어간 게 마음에 들어서 골랐어요. 다음에도 살 것 같아요.,0,2026-08-15 20:37:56
31,5,쿠키에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 정신없이 먹어요. 완두 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 바로 재구매했습니다.,0,2026-06-09 14:25:02
32,3,망고에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 주면 먹기는 하는데 열광하진 않아요. 알갱이가 단단해 오래 씹어요. 입이 작은 아이인데 알맞은 크기예요. 가격을 보고 재구매를 정하려고요.,0,2026-08-21 01:37:56
33,2,초코에게 주려고 주식을 바꿔볼까 해서 골랐어요. 억지로 먹이는 느낌이라 아쉬워요. 덩치가 있어 양이 금방 줄어요. 백미·대구살 들어간 게 마음에 들어서 골랐어요. 재구매는 조금 더 고민해보려고요.,0,2026-04-14 23:50:25
34,5,루비에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 봉지 소리만 나도 달려옵니다. 수분이 많아 물 대신 챙겨주기 좋아요. 한 번에 먹기 딱 좋은 크기예요. 주변에도 추천하고 있어요.,0,2026-08-12 03:38:11
35,5,루비에게 주려고 체중 관리가 필요하다고 해서요. 정신없이 먹어요. 작은 아이 입에도 부담이 없어요. 바로 재구매했습니다.,0,2025-12-14 08:54:46
36,5,방울에게 주려고 양치를 싫어해서 대신할 걸 찾았어요. 정신없이 먹어요. 보관이 편한 점이 좋아요. 바로 재구매했습니다.,0,2026-07-12 10:14:10
37,5,달이에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 정신없이 먹어요. 덩치가 있어 양이 금방 줄어요. 견과류 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 동물성유지·닭고기 들어간 게 마음에 들어서 골랐어요. 주변에도 추천하고 있어요.,0,2026-06-20 19:03:31
38,4,먼지에게 주려고 체중 관리가 필요하다고 해서요. 잘 먹어서 다행이에요. 알갱이가 단단해 오래 씹어요. 작은 아이 입에도 부담이 없어요. 양고기·어분 들어간 게 마음에 들어서 골랐어요. 다음에도 살 것 같아요.,0,2026-06-15 17:21:17
39,3,토리에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 그럭저럭 먹는 편이에요. 무난해서 당분간은 이걸로 갑니다.,0,2025-10-23 05:25:30
40,1,유리에게 주려고 털 상태가 계속 신경 쓰였어요. 거의 입도 안 댔어요. 신선한 느낌이 들어요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 타우린·게살 배합이라길래 믿고 샀어요. 다른 제품을 다시 찾아봐야겠어요.,0,2026-07-16 03:14:16
41,3,떡볶이에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 그럭저럭 먹는 편이에요. 요거트 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 새우·소맥분 배합이라길래 믿고 샀어요. 가격을 보고 재구매를 정하려고요.,0,2026-07-22 22:08:03
42,5,가을에게 주려고 소화가 편한 걸 고르고 싶었어요. 봉지 소리만 나도 달려옵니다. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 소고기이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 새우·오리안심 배합이라길래 믿고 샀어요. 주변에도 추천하고 있어요.,1,2026-04-06 23:36:51
43,4,나비에게 주려고 관절이 약해 보여 걱정이었어요. 그릇을 비우는 걸 보니 마음이 놓여요. 바삭해서 손에 묻지 않아요. 작은 아이 입에도 부담이 없어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 돼지고기·닭고기 배합이라길래 믿고 샀어요. 떨어지면 다시 주문하려고요.,0,2026-02-25 06:13:08
44,5,치즈에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 정신없이 먹어요. 부드러워서 잘 넘겨요. 보리·오리안심 배합이라길래 믿고 샀어요. 주변에도 추천하고 있어요.,0,2026-08-25 23:59:59
45,4,베리에게 주려고 주식을 바꿔볼까 해서 골랐어요. 잘 먹어서 다행이에요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 도라지 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 베이커리부산물·참치 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2025-09-24 13:42:53
46,3,방울에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 주면 먹기는 하는데 열광하진 않아요. 가볍고 부스러기가 적어요. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 우유 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 가격을 보고 재구매를 정하려고요.,0,2026-06-27 22:29:34
47,5,루비에게 주려고 주식을 바꿔볼까 해서 골랐어요. 정신없이 먹어요. 덩치가 있어 양이 금방 줄어요. 귀리이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 고구마·소르빈산칼륨 들어간 게 마음에 들어서 골랐어요. 바로 재구매했습니다.,0,2025-09-06 04:55:02
48,4,두부에게 주려고 신장 수치가 걱정돼서요. 잘 먹어서 다행이에요. 한창때라 그런지 급여량이 넉넉히 필요해요. 단백질이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 완두단백·가금부산물분 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2026-08-15 07:04:47
49,2,밤비에게 주려고 피부를 자꾸 긁어서 찾아봤어요. 처음엔 먹다가 금방 남기더라고요. 수분이 많아 물 대신 챙겨주기 좋아요. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 스피루리나·닭고기 배합이라길래 믿고 샀어요. 재구매는 조금 더 고민해보려고요.,0,2026-08-13 22:00:08
50,3,콩이에게 주려고 살이 붙어서 고민하다 골랐어요. 그럭저럭 먹는 편이에요. 보관이 편한 점이 좋아요. 작은 아이 입에도 부담이 없어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 무난해서 당분간은 이걸로 갑니다.,0,2026-05-05 01:25:42
51,3,설이에게 주려고 관절이 약해 보여 걱정이었어요. 주면 먹기는 하는데 열광하진 않아요. 소고기·밀 들어간 게 마음에 들어서 골랐어요. 가격을 보고 재구매를 정하려고요.,0,2026-01-14 17:16:00
52,2,마루에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 억지로 먹이는 느낌이라 아쉬워요. 보관이 편한 점이 좋아요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 가금부산물분·대구살 들어간 게 마음에 들어서 골랐어요. 재구매는 조금 더 고민해보려고요.,0,2026-08-07 15:19:24
53,3,베리에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 주면 먹기는 하는데 열광하진 않아요. 알갱이가 단단해 오래 씹어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 가격을 보고 재구매를 정하려고요.,0,2026-07-07 17:27:01
54,5,방울에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 정신없이 먹어요. 알갱이가 단단해 오래 씹어요. 오리안심·요거트분말 들어간 게 마음에 들어서 골랐어요. 주변에도 추천하고 있어요.,0,2026-06-23 03:54:57
55,5,코코에게 주려고 첨가물이 적은 걸 찾다가 샀어요. 정신없이 먹어요. 한 봉지로 같이 먹입니다. 입이 작은 아이인데 알맞은 크기예요. 바로 재구매했습니다.,0,2026-06-08 10:26:33
56,3,탄이에게 주려고 신장 수치가 걱정돼서요. 그럭저럭 먹는 편이에요. 완두단백·새우 배합이라길래 믿고 샀어요. 가격을 보고 재구매를 정하려고요.,1,2026-03-22 05:28:09
57,5,나비에게 주려고 체중 관리가 필요하다고 해서요. 정신없이 먹어요. 알갱이가 단단해 오래 씹어요. 덩치가 있어 양이 금방 줄어요. 바로 재구매했습니다.,0,2026-08-17 20:19:23
58,3,밤비에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 그럭저럭 먹는 편이에요. 가격을 보고 재구매를 정하려고요.,0,2026-07-06 20:10:29
59,4,봄이에게 주려고 물을 잘 안 마시는 편이라 신경 쓰였어요. 그릇을 비우는 걸 보니 마음이 놓여요. 보관이 편한 점이 좋아요. 작은 아이 입에도 부담이 없어요. 동물성유지·대두박 배합이라길래 믿고 샀어요. 다음에도 살 것 같아요.,0,2026-08-02 01:46:40
60,4,순이에게 주려고 치석이 껴서 알아보다 샀어요. 그릇을 비우는 걸 보니 마음이 놓여요. 아직 어려서 조금씩 나눠 급여하고 있어요. 치즈 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 크랜베리·소고기 들어간 게 마음에 들어서 골랐어요. 다음에도 살 것 같아요.,0,2025-08-16 13:17:24
61,4,구름에게 주려고 신장 수치가 걱정돼서요. 그릇을 비우는 걸 보니 마음이 놓여요. 알갱이가 단단해 오래 씹어요. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 호밀·칠면조고기 들어간 게 마음에 들어서 골랐어요. 다음에도 살 것 같아요.,0,2026-07-18 10:58:57
62,3,보리에게 주려고 치석이 껴서 알아보다 샀어요. 그럭저럭 먹는 편이에요. 우육분·탈지분유 배합이라길래 믿고 샀어요. 가격을 보고 재구매를 정하려고요.,0,2026-07-17 12:39:20
63,4,가을에게 주려고 주식을 바꿔볼까 해서 골랐어요. 그릇을 비우는 걸 보니 마음이 놓여요. 한창때라 그런지 급여량이 넉넉히 필요해요. 밀·탈지분유 배합이라길래 믿고 샀어요. 떨어지면 다시 주문하려고요.,0,2026-06-07 23:03:00
64,4,구름에게 주려고 수제라 믿음이 가서 골랐어요. 그릇을 비우는 걸 보니 마음이 놓여요. 어분·크랜베리 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2026-04-20 16:20:43
65,4,아톰에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 잘 먹어서 다행이에요. 한창때라 그런지 급여량이 넉넉히 필요해요. 요거트 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 다음에도 살 것 같아요.,1,2026-05-17 15:21:15
66,3,삐삐에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 주면 먹기는 하는데 열광하진 않아요. 보관이 편한 점이 좋아요. 한창때라 그런지 급여량이 넉넉히 필요해요. 가격을 보고 재구매를 정하려고요.,1,2025-10-08 21:30:44
67,3,방울에게 주려고 속이 자주 안 좋아서 찾아봤어요. 그럭저럭 먹는 편이에요. 한 번에 먹기 딱 좋은 크기예요. 한창때라 그런지 급여량이 넉넉히 필요해요. 가격을 보고 재구매를 정하려고요.,0,2026-06-25 05:56:50
68,5,뽀삐에게 주려고 소화가 편한 걸 고르고 싶었어요. 봉지 소리만 나도 달려옵니다. 알갱이가 단단해 오래 씹어요. 작은 아이 입에도 부담이 없어요. 대두박·연어오일 배합이라길래 믿고 샀어요. 주변에도 추천하고 있어요.,0,2026-02-28 17:37:36
69,4,두부에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 잘 먹어서 다행이에요. 수분이 많아 물 대신 챙겨주기 좋아요. 한창때라 그런지 급여량이 넉넉히 필요해요. 다음에도 살 것 같아요.,1,2026-03-12 18:33:34
70,3,보리에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 주면 먹기는 하는데 열광하진 않아요. 알갱이가 단단해 오래 씹어요. 한 번에 먹기 딱 좋은 크기예요. 가격을 보고 재구매를 정하려고요.,0,2025-11-18 11:38:15
71,4,토리에게 주려고 물을 잘 안 마시는 편이라 신경 쓰였어요. 그릇을 비우는 걸 보니 마음이 놓여요. 바삭해서 손에 묻지 않아요. 작은 아이 입에도 부담이 없어요. 떨어지면 다시 주문하려고요.,1,2026-06-05 09:53:49
72,5,감자에게 주려고 훈련 보상용으로 샀어요. 정신없이 먹어요. 부드러워서 잘 넘겨요. 주변에도 추천하고 있어요.,0,2026-08-07 20:54:49
73,3,루비에게 주려고 첨가물이 적은 걸 찾다가 샀어요. 주면 먹기는 하는데 열광하진 않아요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 옥수수이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 무난해서 당분간은 이걸로 갑니다.,0,2026-08-16 18:17:28
74,4,봄이에게 주려고 새로운 간식을 찾다가 골랐어요. 그릇을 비우는 걸 보니 마음이 놓여요. 둘 다 먹일 수 있어 편해요. 다음에도 살 것 같아요.,0,2026-06-20 10:24:02
75,3,먼지에게 주려고 물을 잘 안 마시는 편이라 신경 쓰였어요. 주면 먹기는 하는데 열광하진 않아요. 작은 아이 입에도 부담이 없어요. 가격을 보고 재구매를 정하려고요.,0,2026-06-21 14:03:56
76,5,밤비에게 주려고 살이 붙어서 고민하다 골랐어요. 봉지 소리만 나도 달려옵니다. 바삭해서 손에 묻지 않아요. 오리이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 바로 재구매했습니다.,0,2026-08-15 08:41:24
77,2,망고에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 처음엔 먹다가 금방 남기더라고요. 한 번에 먹기 딱 좋은 크기예요. 한 번 더 줘보고 결정하려 합니다.,0,2026-07-09 18:18:29
78,5,모카에게 주려고 물을 잘 안 마시는 편이라 신경 쓰였어요. 봉지 소리만 나도 달려옵니다. 작은 아이 입에도 부담이 없어요. 바로 재구매했습니다.,0,2026-06-11 10:45:36
79,3,모카에게 주려고 첨가물이 적은 걸 찾다가 샀어요. 주면 먹기는 하는데 열광하진 않아요. 보관이 편한 점이 좋아요. 작은 아이 입에도 부담이 없어요. 무난해서 당분간은 이걸로 갑니다.,0,2026-08-09 16:27:32
80,4,라떼에게 주려고 신장 수치가 걱정돼서요. 잘 먹어서 다행이에요. 보관이 편한 점이 좋아요. 떨어지면 다시 주문하려고요.,0,2026-05-14 16:30:49
81,2,달이에게 주려고 관절이 약해 보여 걱정이었어요. 억지로 먹이는 느낌이라 아쉬워요. 보관이 편한 점이 좋아요. 작은 아이 입에도 부담이 없어요. 닭고기 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 우육분·돼지고기 배합이라길래 믿고 샀어요. 한 번 더 줘보고 결정하려 합니다.,0,2026-07-06 13:54:41
82,4,토리에게 주려고 소화가 편한 걸 고르고 싶었어요. 그릇을 비우는 걸 보니 마음이 놓여요. 바삭해서 손에 묻지 않아요. 작은 아이 입에도 부담이 없어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 칠면조 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 다음에도 살 것 같아요.,0,2026-03-29 07:43:49
83,3,베리에게 주려고 산책 뒤에 다리를 아껴주고 싶었어요. 그럭저럭 먹는 편이에요. 무난해서 당분간은 이걸로 갑니다.,1,2026-07-28 07:53:18
84,4,모카에게 주려고 신장 수치가 걱정돼서요. 그릇을 비우는 걸 보니 마음이 놓여요. 알갱이가 단단해 오래 씹어요. 작은 아이 입에도 부담이 없어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 현미·타우린 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2026-08-17 23:08:43
85,4,베리에게 주려고 관절이 약해 보여 걱정이었어요. 그릇을 비우는 걸 보니 마음이 놓여요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 보리 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 오리안심·오리고기 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2026-08-12 06:29:15
86,1,보리에게 주려고 주식을 바꿔볼까 해서 골랐어요. 거의 입도 안 댔어요. 부드러워서 잘 넘겨요. 칠면조고기·어분 들어간 게 마음에 들어서 골랐어요. 다른 제품을 다시 찾아봐야겠어요.,0,2025-11-26 09:20:58
87,5,탄이에게 주려고 체중 관리가 필요하다고 해서요. 정신없이 먹어요. 덩치가 있어 양이 금방 줄어요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 수수 알레르기가 있어 원료를 하나하나 확인하고 샀어요. 주변에도 추천하고 있어요.,0,2024-08-06 15:31:00
88,5,망고에게 주려고 주식을 바꿔볼까 해서 골랐어요. 봉지 소리만 나도 달려옵니다. 수분이 많아 물 대신 챙겨주기 좋아요. 비트펄프·단호박 배합이라길래 믿고 샀어요. 주변에도 추천하고 있어요.,0,2026-05-12 17:36:13
89,5,아톰에게 주려고 수제라 믿음이 가서 골랐어요. 봉지 소리만 나도 달려옵니다. 둘 다 먹일 수 있어 편해요. 입이 작은 아이인데 알맞은 크기예요. 수수이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 바로 재구매했습니다.,0,2026-03-26 13:56:18
90,1,토리에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 거의 입도 안 댔어요. 덩치가 있어 양이 금방 줄어요. 연어이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 다른 제품을 다시 찾아봐야겠어요.,0,2026-08-25 23:59:59
91,3,호두에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 주면 먹기는 하는데 열광하진 않아요. 둘 다 먹일 수 있어 편해요. 덩치가 있어 양이 금방 줄어요. 무난해서 당분간은 이걸로 갑니다.,0,2026-08-18 06:18:28
92,3,라떼에게 주려고 신장 수치가 걱정돼서요. 그럭저럭 먹는 편이에요. 보관이 편한 점이 좋아요. 무난해서 당분간은 이걸로 갑니다.,0,2026-08-25 23:59:59
93,3,루비에게 주려고 치석이 껴서 알아보다 샀어요. 그럭저럭 먹는 편이에요. 한 봉지로 같이 먹입니다. 입이 작은 아이인데 알맞은 크기예요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 옥수수이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 밀웜분말·타우린 들어간 게 마음에 들어서 골랐어요. 가격을 보고 재구매를 정하려고요.,0,2026-01-26 00:00:04
94,3,해피에게 주려고 작게 끊어 주기 좋아 보여 골랐어요. 주면 먹기는 하는데 열광하진 않아요. 둘 다 먹일 수 있어 편해요. 한창때라 그런지 급여량이 넉넉히 필요해요. 무난해서 당분간은 이걸로 갑니다.,1,2026-06-30 06:18:36
95,2,슈슈에게 주려고 먹던 사료가 안 맞는 것 같아 바꿔봤어요. 억지로 먹이는 느낌이라 아쉬워요. 덩치가 있어 양이 금방 줄어요. 고구마·오리안심 배합이라길래 믿고 샀어요. 한 번 더 줘보고 결정하려 합니다.,0,2026-08-04 20:46:34
96,4,방울에게 주려고 첨가물이 적은 걸 찾다가 샀어요. 그릇을 비우는 걸 보니 마음이 놓여요. 가볍고 부스러기가 적어요. 한 번에 먹기 딱 좋은 크기예요. 다음에도 살 것 같아요.,0,2026-08-17 17:06:31
97,4,베리에게 주려고 양치를 싫어해서 대신할 걸 찾았어요. 그릇을 비우는 걸 보니 마음이 놓여요. 한 번에 먹기 딱 좋은 크기예요. 닭지방·유산균 들어간 게 마음에 들어서 골랐어요. 떨어지면 다시 주문하려고요.,0,2026-03-24 15:04:18
98,5,코코에게 주려고 속이 자주 안 좋아서 찾아봤어요. 정신없이 먹어요. 한창때라 그런지 급여량이 넉넉히 필요해요. 완두이 들어간 걸 먹으면 긁어서 성분표부터 봤습니다. 게살·오리고기 배합이라길래 믿고 샀어요. 바로 재구매했습니다.,0,2026-02-28 18:28:22
99,2,마루에게 주려고 속이 자주 안 좋아서 찾아봤어요. 처음엔 먹다가 금방 남기더라고요. 보관이 편한 점이 좋아요. 나이가 있어 부드러운 쪽을 신경 쓰게 되네요. 대두박·계란 들어간 게 마음에 들어서 골랐어요. 재구매는 조금 더 고민해보려고요.,0,2026-02-17 11:40:09
